Summary,Rating,cluster
Marvel vs Capcom Clash Super Heroes fifth Marvel Comicslicensed fighting game Capcom third game Marvel vs Capcom series In contrast XMen vs Street Fighter Marvel Super Heroes vs Street Fighter game features characters numerous Capcom franchises Mega Man Strider rather Street Fighter characters The game takes place within Marvel comic continuity Professor Charles Xavier calls heroes stop merges consciousness Magneto becomes known Onslaught final boss,3.7,5
Complete missionor face erasure Thats Neku knows regaining consciousness middle busy intersection without memories Now partner must fight survive lifeordeath game twisted tale turns urban labyrinth Tokyo theyre trapped This definitive version Square Enixs RPG classic brings dark story life Nintendo Switch system along new scenario killer new remixed music,4.0,1
Ristar platform game developed published Sega Sega Genesis 1995 A Sega Game Gear game name genre Ristar also released shared similar themes possessing different level design gameplay mechanics The game stars anthropomorphic cartoon star uses hands long stretchable arms move combat enemies Reception game generally positive games initial release overshadowed due imminent ending Genesiss lifecycle succession Sega Saturn fifth generation video game consoles While never receiving sequels Sega rereleased game number times digitally Segathemed compilations occasionally given Ristar cameos Sega properties,3.6,5
Crash Team Racing NitroFueled kart racing game developed Beenox published Activision It remaster Crash Team Racing originally developed Naughty Dog PlayStation,3.9,5
Mission Critical Zero Missing Search Rescue Its three weeks since Earths near collision space colony Eurasia The disaster averted Zeros heroics Now bruised battered planet tales rampaging reploids surfacing Its Mega Man X investigate mysteries going easy Mega Man X must battle maze levels rescue reploids along way Return battle new Nightmare System randomizes level maps enemies endings based play game Mega Man X back personal,2.3,1
Slender first person horror game created Parsec Productions goal find 8 manuscripts Slender Man paranormal creature,2.0,1
Mark Ninja sidescrolling action stealth video game developed Klei Entertainment published Microsoft Studios It announced February 28 212 later released Xbox 36 via Xbox Live Arcade September 7 212 A Microsoft Windows version released October 16 212 It follows story nameless ninja present day features themed conflict ancient ninja tradition modern technology Cutscenes game rendered Saturday morning cartoon animation style,3.8,5
Octodad Dadliest Catch game destruction deception fatherhood The player controls Octodad dapper octopus masquerading human goes life Octodads existence constant struggle must master mundane tasks unwieldy boneless tentacles simultaneously keeping cephalopodan nature secret human family,3.2,1
Dragon Ball Z Budokai Tenkaichi lets play 6 characters Dragon Ball Z TV series You battle using authentic special attacks character run fly swim fully destructible freeroaming levels Design character assigning upgrading 1 different attributes Dragon Ball Z Budokai Tenkaichi multiple game modes one two players,2.9,2
The King Fighters XV fifteenth installment The King Fighters series Transcend beyond limits KOF XV Classic popular characters heroes villains revived dead new challengers,4.0,0
In Killing Floor 2 players descend Europe Zed outbreak quickly spread gained unstoppable momentum Just one month conclusion events original Killing Floor clones everywhere civilization disarray governments collapsed military forces gone,3.1,0
Kei Yumi take lead new heroes Their quest capture 4 monkeys You control either Kei Yumi The gameplay involves using various methods weapons catch The game many levels different themes Haunted Castle Racing level Jungle settings TV studios settings You slow animals various objects stun club slingback shooter capture net New series morphing abilities eight You morph various characters like knight perform powerful attack gun fighter shoot em ninja run along walls You also vehicles race car knock monkeys Other features familiar Monkeypedia unlockable Mesal Gear Solid minigame Metal Gear Solid spoof,4.3,9
The Simpsons basically sidescrolling beatemup featuring characters The Simpsons TV show The player choose play four Simpson characters Homer punches kicks Marge swings vacuum cleaner Bart wields skateboard Lisa uses jump rope whip Other weapons hammers bowling balls also available use The games levels Downtown Springfield Krustyland Springfield Discount Cemetery Moes Tavern Springfield Gorge Dreamland Channel 6 studio Power Plant Each level ends boss whose speed strength increase taking certain amount damage Between levels player compete characters two minigames first complete task inflating balloon waking character,3.3,2
Woody stolen bedroom ready sold highest bidder evil toy collector Its good friend Buzz Lightyear fight way bedroom outside world order save Woody toy market bring home All character 3D animated movie appear throughout side scroller help Buzz get needed Along use cannon Buzz jump hard reach places also useful collecting hidden coins open bonus levels,3.4,1
Rayman Raving Rabbids marks return iconic videogame hero Rayman funniest zaniest adventure ever When world Rayman threatened devastating invasion crazed outofcontrol bunnies Rayman must rise furry foes foil wicked plans Utilizing array amazing new abilities help magical creatures Rayman must break moves save world delirious bunnies hareraising antics,2.7,0
